'g'
'f'
'h'
'f'
'g'
Key.ctrl_l
'\x03'
Key.ctrl_l
'\x03'
Key.ctrl_l
'\x03'
'\x03'
'\x03'
Key.ctrl_l
'\x03'
'\x03'
'\x03'
'\x03'
'c'
Key.ctrl_l
'c'
Key.ctrl_l
'\x03'
'\x03'
'\x03'
'\x03'
'\x03'
'\x03'
'\x03'
'\x03'
'\x03'
'\x03'
Key.ctrl_l
'\x03'
2025-04-25 19:24:35,Key.ctrl_l
2025-04-25 19:24:36,Key.ctrl_l
2025-04-25 19:24:36,Key.ctrl_l
2025-04-25 19:24:36,Key.ctrl_l
2025-04-25 19:24:36,Key.ctrl_l
2025-04-25 19:24:36,Key.ctrl_l
2025-04-25 19:24:36,Key.ctrl_l
2025-04-25 19:24:36,Key.ctrl_l
2025-04-25 19:24:36,Key.ctrl_l
2025-04-25 19:24:36,Key.ctrl_l
2025-04-25 19:24:36,Key.ctrl_l
2025-04-25 19:24:36,Key.ctrl_l
2025-04-25 19:24:36,Key.ctrl_l
2025-04-25 19:24:36,Key.ctrl_l
2025-04-25 19:24:36,Key.ctrl_l
2025-04-25 19:24:36,Key.ctrl_l
2025-04-25 19:24:36,Key.ctrl_l
2025-04-25 19:24:37,Key.ctrl_l
2025-04-25 19:24:37,Key.ctrl_l
2025-04-25 19:24:37,Key.ctrl_l
2025-04-25 19:24:37,Key.ctrl_l
2025-04-25 19:24:37,Key.ctrl_l
2025-04-25 19:24:37,Key.ctrl_l
2025-04-25 19:24:37,Key.ctrl_l
2025-04-25 19:24:37,Key.ctrl_l
2025-04-25 19:24:37,Key.ctrl_l
2025-04-25 19:24:37,Key.ctrl_l
2025-04-25 19:24:37,Key.ctrl_l
2025-04-25 19:24:37,Key.ctrl_l
2025-04-25 19:24:37,Key.ctrl_l
2025-04-26 00:01:19,Key.ctrl_l
2025-04-26 00:01:19,Key.ctrl_l
2025-04-26 00:01:20,'\x03'
2025-04-26 00:01:20,'\x03'
2025-04-26 00:23:20,'w'
2025-04-26 00:23:21,'w'
2025-04-26 00:23:21,'w'
2025-04-26 00:23:21,'w'
2025-04-26 00:23:21,'w'
2025-04-26 00:23:21,'w'
2025-04-26 00:23:22,'w'
2025-04-26 00:23:22,'w'
2025-04-26 00:23:22,'w'
2025-04-26 00:23:22,'w'
2025-04-26 00:23:22,'w'
2025-04-26 00:23:22,'w'
2025-04-26 00:23:22,'w'
2025-04-26 00:23:22,'w'
2025-04-26 00:23:22,'w'
2025-04-26 00:23:22,'w'
2025-04-26 00:23:22,'w'
2025-04-26 00:23:22,'w'
2025-04-26 00:23:22,'w'
2025-04-26 00:23:22,'w'
2025-04-26 00:23:22,'w'
2025-04-26 00:23:22,'w'
2025-04-26 00:23:22,'w'
2025-04-26 00:23:24,Key.backspace
2025-04-26 00:23:24,Key.backspace
2025-04-26 00:23:24,Key.backspace
2025-04-26 00:23:35,Key.ctrl_l
2025-04-26 00:23:35,'\x03'
2025-04-26 00:23:36,Key.ctrl_l
2025-04-26 00:23:37,'\x03'
2025-04-26 00:23:37,Key.ctrl_l
2025-04-26 00:23:37,'\x03'
2025-04-26 00:23:37,'\x03'
2025-04-26 00:23:38,'\x03'
2025-04-26 00:27:31,'p'
2025-04-26 00:27:31,'c'
2025-04-26 00:27:32,Key.enter
2025-04-26 00:27:43,Key.ctrl_l
2025-04-26 00:27:43,'\x03'
2025-04-26 00:27:44,Key.ctrl_l
2025-04-26 00:27:44,'\x03'
2025-04-26 00:32:15,'s'
2025-04-26 00:32:16,'e'
2025-04-26 00:32:16,'e'
2025-04-26 00:32:16,Key.space
2025-04-26 00:32:16,'m'
2025-04-26 00:32:16,'a'
2025-04-26 00:32:16,'k'
2025-04-26 00:32:17,'e'
2025-04-26 00:32:17,Key.space
2025-04-26 00:32:17,'c'
2025-04-26 00:32:17,'a'
2025-04-26 00:32:18,'m'
2025-04-26 00:32:18,'e'
2025-04-26 00:32:18,'r'
2025-04-26 00:32:18,'a'
2025-04-26 00:32:18,Key.space
2025-04-26 00:32:19,'t'
2025-04-26 00:32:19,'o'
2025-04-26 00:32:20,Key.space
2025-04-26 00:32:20,'1'
2025-04-26 00:32:20,'2'
2025-04-26 00:32:20,'0'
2025-04-26 00:32:20,Key.space
2025-04-26 00:32:21,'f'
2025-04-26 00:32:21,'p'
2025-04-26 00:32:22,'s'
2025-04-26 00:32:22,Key.space
2025-04-26 00:32:22,'a'
2025-04-26 00:32:22,'n'
2025-04-26 00:32:22,'d'
2025-04-26 00:32:22,Key.space
2025-04-26 00:32:24,'s'
2025-04-26 00:32:24,'m'
2025-04-26 00:32:24,'o'
2025-04-26 00:32:24,'o'
2025-04-26 00:32:24,'t'
2025-04-26 00:32:24,'h'
2025-04-26 00:32:25,Key.space
2025-04-26 00:32:25,'g'
2025-04-26 00:32:25,'u'
2025-04-26 00:32:25,'i'
2025-04-26 00:32:26,Key.space
2025-04-26 00:32:26,'a'
2025-04-26 00:32:26,'p'
2025-04-26 00:32:26,'p'
2025-04-26 00:32:26,Key.enter
2025-04-26 00:33:08,Key.space
2025-04-26 00:33:08,'a'
2025-04-26 00:33:08,'n'
2025-04-26 00:33:08,'d'
2025-04-26 00:33:08,Key.space
2025-04-26 00:33:09,'r'
2025-04-26 00:33:09,'e'
2025-04-26 00:33:09,'m'
2025-04-26 00:33:09,'o'
2025-04-26 00:33:10,'v'
2025-04-26 00:33:10,'e'
2025-04-26 00:33:10,Key.space
2025-04-26 00:33:10,'a'
2025-04-26 00:33:10,'u'
2025-04-26 00:33:11,'t'
2025-04-26 00:33:11,'o'
2025-04-26 00:33:11,Key.space
2025-04-26 00:33:11,'s'
2025-04-26 00:33:12,'c'
2025-04-26 00:33:12,'r'
2025-04-26 00:33:12,'e'
2025-04-26 00:33:12,'e'
2025-04-26 00:33:12,'n'
2025-04-26 00:33:12,Key.space
2025-04-26 00:33:14,'s'
2025-04-26 00:33:14,'h'
2025-04-26 00:33:14,'o'
2025-04-26 00:33:14,'r'
2025-04-26 00:33:15,'t'
2025-04-26 00:33:26,Key.ctrl_l
2025-04-26 00:33:27,'\x03'
2025-04-26 00:33:27,'\x03'
2025-04-26 00:33:27,'\x03'
2025-04-26 00:33:27,'\x03'
2025-04-26 00:33:28,'\x03'
2025-04-26 00:37:43,Key.ctrl_l
2025-04-26 00:37:43,'\x03'
2025-04-26 00:37:43,'\x03'
2025-04-26 00:38:32,Key.cmd
2025-04-26 00:38:32,Key.shift
2025-04-26 00:38:32,'S'
2025-04-26 00:38:39,Key.cmd
2025-04-26 00:38:39,Key.shift
2025-04-26 00:38:39,'S'
2025-04-26 00:38:48,Key.cmd
2025-04-26 00:38:48,Key.shift
2025-04-26 00:38:48,'S'
2025-04-30 17:38:14,Key.ctrl_l
2025-04-30 17:38:14,'\x03'
2025-04-30 17:38:18,Key.ctrl_l
2025-04-30 17:38:19,'\x03'
2025-04-30 17:38:19,'\x03'
2025-04-30 17:38:19,'\x03'
2025-04-30 17:38:23,Key.ctrl_l
2025-04-30 17:38:23,'\x03'
2025-04-30 17:38:28,'c'
2025-04-30 17:38:28,'o'
2025-04-30 17:38:29,'m'
2025-04-30 17:38:29,'p'
2025-04-30 17:38:29,Key.backspace
2025-04-30 17:38:30,Key.backspace
2025-04-30 17:38:30,'n'
2025-04-30 17:38:31,'t'
2025-04-30 17:38:31,'i'
2025-04-30 17:38:31,'n'
2025-04-30 17:38:31,'u'
2025-04-30 17:38:32,'e'
2025-04-30 17:38:32,Key.space
2025-04-30 17:38:32,'t'
2025-04-30 17:38:32,'h'
2025-04-30 17:38:32,'e'
2025-04-30 17:38:32,Key.space
2025-04-30 17:38:33,'c'
2025-04-30 17:38:33,'o'
2025-04-30 17:38:33,'d'
2025-04-30 17:38:33,'e'
2025-04-30 17:38:33,Key.space
2025-04-30 17:38:33,'f'
2025-04-30 17:38:33,'r'
2025-04-30 17:38:33,'o'
2025-04-30 17:38:34,'m'
2025-04-30 17:38:34,Key.space
2025-04-30 17:38:34,'h'
2025-04-30 17:38:34,'e'
2025-04-30 17:38:35,'r'
2025-04-30 17:38:35,'e'
2025-04-30 17:38:35,Key.space
2025-04-30 17:38:36,Key.ctrl_l
2025-04-30 17:38:36,'\x16'
2025-04-30 17:38:37,Key.enter
